,Unnamed: 0,Survived,Pclass,Sex,SibSp,Parch,Embarked,Initial,Initial_test,Age_band,Family_Size,Alone,Fare_cat
460,460,1,1,male,0,0,0,0,Mr,2,0,1,2
461,461,0,3,male,0,0,0,0,Mr,2,0,1,1
462,462,0,1,male,0,0,0,0,Mr,2,0,1,3
463,463,0,2,male,0,0,0,0,Mr,2,0,1,1
464,464,0,3,male,0,0,0,0,Mr,2,0,1,1
465,465,0,3,male,0,0,0,0,Mr,2,0,1,0
466,466,0,2,male,0,0,0,0,Mr,2,0,1,0
467,467,0,1,male,0,0,0,0,Mr,3,0,1,2
468,468,0,3,male,0,0,2,0,Mr,2,0,1,0
469,469,1,3,female,2,1,1,2,Miss,0,3,0,2
470,470,0,3,male,0,0,0,0,Mr,2,0,1,0
471,471,0,3,male,0,0,0,0,Mr,2,0,1,1
472,472,1,2,female,1,2,0,1,Mrs,2,3,0,2
473,473,1,2,female,0,0,1,1,Mrs,1,0,1,1
474,474,0,3,female,0,0,0,2,Miss,1,0,1,1
475,475,0,1,male,0,0,0,0,Mr,2,0,1,3
476,476,0,2,male,1,0,0,0,Mr,2,1,0,2
477,477,0,3,male,1,0,0,0,Mr,1,1,0,0
478,478,0,3,male,0,0,0,0,Mr,1,0,1,0
479,479,1,3,female,0,1,0,2,Miss,0,1,0,1
480,480,0,3,male,5,2,0,3,Master,0,7,0,3
481,481,0,2,male,0,0,0,0,Mr,2,0,1,0
482,482,0,3,male,0,0,0,0,Mr,3,0,1,1
483,483,1,3,female,0,0,0,1,Mrs,3,0,1,1
484,484,1,1,male,1,0,1,0,Mr,1,1,0,3
485,485,0,3,female,3,1,0,2,Miss,1,4,0,2
486,486,1,1,female,1,0,0,1,Mrs,2,1,0,3
487,487,0,1,male,0,0,1,0,Mr,3,0,1,2
488,488,0,3,male,0,0,0,0,Mr,1,0,1,1
489,489,1,3,male,1,1,0,3,Master,0,2,0,2
490,490,0,3,male,1,0,0,0,Mr,2,1,0,2
491,491,0,3,male,0,0,0,0,Mr,1,0,1,0
492,492,0,1,male,0,0,0,0,Mr,3,0,1,2
493,493,0,1,male,0,0,1,0,Mr,4,0,1,3
494,494,0,3,male,0,0,0,0,Mr,1,0,1,1
495,495,0,3,male,0,0,1,0,Mr,2,0,1,2
496,496,1,1,female,1,0,1,2,Miss,3,1,0,3
497,497,0,3,male,0,0,0,0,Mr,2,0,1,2
498,498,0,1,female,1,2,0,1,Mrs,1,3,0,3
499,499,0,3,male,0,0,0,0,Mr,1,0,1,0
500,500,0,3,male,0,0,0,0,Mr,1,0,1,1
501,501,0,3,female,0,0,2,2,Miss,1,0,1,0
502,502,0,3,female,0,0,2,2,Miss,1,0,1,0
503,503,0,3,female,0,0,0,2,Miss,2,0,1,1
504,504,1,1,female,0,0,0,2,Miss,0,0,1,3
505,505,0,1,male,1,0,1,0,Mr,1,1,0,3
506,506,1,2,female,0,2,0,1,Mrs,2,2,0,2
507,507,1,1,male,0,0,0,0,Mr,2,0,1,2
508,508,0,3,male,0,0,0,0,Mr,1,0,1,2
509,509,1,3,male,0,0,0,0,Mr,1,0,1,3
510,510,1,3,male,0,0,2,0,Mr,1,0,1,0
511,511,0,3,male,0,0,0,0,Mr,2,0,1,1
512,512,1,1,male,0,0,0,0,Mr,2,0,1,2
513,513,1,1,female,1,0,1,1,Mrs,3,1,0,3
514,514,0,3,male,0,0,0,0,Mr,1,0,1,0
515,515,0,1,male,0,0,0,0,Mr,2,0,1,3
516,516,1,2,female,0,0,0,1,Mrs,2,0,1,1
517,517,0,3,male,0,0,2,0,Mr,2,0,1,2
518,518,1,2,female,1,0,0,1,Mrs,2,1,0,2
519,519,0,3,male,0,0,0,0,Mr,1,0,1,0
520,520,1,1,female,0,0,0,2,Miss,1,0,1,3
521,521,0,3,male,0,0,0,0,Mr,1,0,1,0
522,522,0,3,male,0,0,1,0,Mr,2,0,1,0
523,523,1,1,female,0,1,1,1,Mrs,2,1,0,3
524,524,0,3,male,0,0,1,0,Mr,2,0,1,0
525,525,0,3,male,0,0,2,0,Mr,2,0,1,0
526,526,1,2,female,0,0,0,2,Miss,3,0,1,1
527,527,0,1,male,0,0,0,0,Mr,2,0,1,3
528,528,0,3,male,0,0,0,0,Mr,2,0,1,1
529,529,0,2,male,2,1,0,0,Mr,1,3,0,1
530,530,1,2,female,1,1,0,2,Miss,0,2,0,2
531,531,0,3,male,0,0,1,0,Mr,2,0,1,0
532,532,0,3,male,1,1,1,0,Mr,1,2,0,0
533,533,1,3,female,0,2,1,1,Mrs,2,2,0,2
534,534,0,3,female,0,0,0,2,Miss,1,0,1,1
535,535,1,2,female,0,2,0,2,Miss,0,2,0,2
536,536,0,1,male,0,0,0,0,Major,2,0,1,2
537,537,1,1,female,0,0,1,2,Miss,1,0,1,3
538,538,0,3,male,0,0,0,0,Mr,2,0,1,2
539,539,1,1,female,0,2,1,2,Miss,1,2,0,3
540,540,1,1,female,0,2,0,2,Miss,2,2,0,3
541,541,0,3,female,4,2,0,2,Miss,0,6,0,3
542,542,0,3,female,4,2,0,2,Miss,0,6,0,3
543,543,1,2,male,1,0,0,0,Mr,1,1,0,2
544,544,0,1,male,1,0,1,0,Mr,3,1,0,3
545,545,0,1,male,0,0,0,0,Mr,3,0,1,2
546,546,1,2,female,1,0,0,1,Mrs,1,1,0,2
547,547,1,2,male,0,0,1,0,Mr,2,0,1,1
548,548,0,3,male,1,1,0,0,Mr,2,2,0,2
549,549,1,2,male,1,1,0,3,Master,0,2,0,3
550,550,1,1,male,0,2,1,0,Mr,1,2,0,3
551,551,0,2,male,0,0,0,0,Mr,1,0,1,2
552,552,0,3,male,0,0,2,0,Mr,2,0,1,0
553,553,1,3,male,0,0,1,0,Mr,1,0,1,0
554,554,1,3,female,0,0,0,2,Miss,1,0,1,0
555,555,0,1,male,0,0,0,0,Mr,3,0,1,2
556,556,1,1,female,1,0,1,1,Lady,2,1,0,3
557,557,0,1,male,0,0,1,0,Mr,2,0,1,3
558,558,1,1,female,1,1,0,1,Mrs,2,2,0,3
559,559,1,3,female,1,0,0,1,Mrs,2,1,0,2
560,560,0,3,male,0,0,2,0,Mr,2,0,1,0
561,561,0,3,male,0,0,0,0,Mr,2,0,1,0
562,562,0,2,male,0,0,0,0,Mr,1,0,1,1
563,563,0,3,male,0,0,0,0,Mr,2,0,1,1
564,564,0,3,female,0,0,0,2,Miss,1,0,1,1
565,565,0,3,male,2,0,0,0,Mr,1,2,0,2
566,566,0,3,male,0,0,0,0,Mr,1,0,1,0
567,567,0,3,female,0,4,0,1,Mrs,1,4,0,2
568,568,0,3,male,0,0,1,0,Mr,2,0,1,0
569,569,1,3,male,0,0,0,0,Mr,1,0,1,0
570,570,1,2,male,0,0,0,0,Mr,3,0,1,1
571,571,1,1,female,2,0,0,1,Mrs,3,2,0,3
572,572,1,1,male,0,0,0,0,Mr,2,0,1,2
573,573,1,3,female,0,0,2,2,Miss,1,0,1,0
574,574,0,3,male,0,0,0,0,Mr,0,0,1,1
575,575,0,3,male,0,0,0,0,Mr,1,0,1,2
576,576,1,2,female,0,0,0,2,Miss,2,0,1,1
577,577,1,1,female,1,0,0,1,Mrs,2,1,0,3
578,578,0,3,female,1,0,1,1,Mrs,2,1,0,2
579,579,1,3,male,0,0,0,0,Mr,1,0,1,1
580,580,1,2,female,1,1,0,2,Miss,1,2,0,2
581,581,1,1,female,1,1,1,1,Mrs,2,2,0,3
582,582,0,2,male,0,0,0,0,Mr,3,0,1,2
583,583,0,1,male,0,0,1,0,Mr,2,0,1,3
584,584,0,3,male,0,0,1,0,Mr,2,0,1,1
585,585,1,1,female,0,2,0,2,Miss,1,2,0,3
586,586,0,2,male,0,0,0,0,Mr,2,0,1,2
587,587,1,1,male,1,1,1,0,Mr,3,2,0,3
588,588,0,3,male,0,0,0,0,Mr,1,0,1,1
589,589,0,3,male,0,0,0,0,Mr,2,0,1,1
590,590,0,3,male,0,0,0,0,Mr,2,0,1,0
591,591,1,1,female,1,0,1,1,Mrs,3,1,0,3
592,592,0,3,male,0,0,0,0,Mr,2,0,1,0
593,593,0,3,female,0,2,2,2,Miss,1,2,0,0
594,594,0,2,male,1,0,0,0,Mr,2,1,0,2
595,595,0,3,male,1,1,0,0,Mr,2,2,0,2
596,596,1,2,female,0,0,0,2,Miss,1,0,1,3
597,597,0,3,male,0,0,0,0,Mr,3,0,1,0
598,598,0,3,male,0,0,1,0,Mr,2,0,1,0
599,599,1,1,male,1,0,1,0,Sir,3,1,0,3
600,600,1,2,female,2,1,0,1,Mrs,1,3,0,2
601,601,0,3,male,0,0,0,0,Mr,2,0,1,0
602,602,0,1,male,0,0,0,0,Mr,2,0,1,3
603,603,0,3,male,0,0,0,0,Mr,2,0,1,1
604,604,1,1,male,0,0,1,0,Mr,2,0,1,2
605,605,0,3,male,1,0,0,0,Mr,2,1,0,2
606,606,0,3,male,0,0,0,0,Mr,1,0,1,0
607,607,1,1,male,0,0,0,0,Mr,1,0,1,2
608,608,1,2,female,1,2,1,1,Mrs,1,3,0,3
609,609,1,1,female,0,0,0,2,Miss,2,0,1,3
610,610,0,3,female,1,5,0,1,Mrs,2,6,0,3
611,611,0,3,male,0,0,0,0,Mr,2,0,1,0
612,612,1,3,female,1,0,2,2,Miss,1,1,0,2
613,613,0,3,male,0,0,2,0,Mr,2,0,1,0
614,614,0,3,male,0,0,0,0,Mr,2,0,1,1
615,615,1,2,female,1,2,0,2,Miss,1,3,0,3
616,616,0,3,male,1,1,0,0,Mr,2,2,0,1
617,617,0,3,female,1,0,0,1,Mrs,1,1,0,2
618,618,1,2,female,2,1,0,2,Miss,0,3,0,3
619,619,0,2,male,0,0,0,0,Mr,1,0,1,1
620,620,0,3,male,1,0,1,0,Mr,1,1,0,2
621,621,1,1,male,1,0,0,0,Mr,2,1,0,3
622,622,1,3,male,1,1,1,0,Mr,1,2,0,2
623,623,0,3,male,0,0,0,0,Mr,1,0,1,0
624,624,0,3,male,0,0,0,0,Mr,1,0,1,2
625,625,0,1,male,0,0,0,0,Mr,3,0,1,3
626,626,0,2,male,0,0,2,4,Rev,3,0,1,1
627,627,1,1,female,0,0,0,2,Miss,1,0,1,3
628,628,0,3,male,0,0,0,0,Mr,1,0,1,0
629,629,0,3,male,0,0,2,0,Mr,2,0,1,0
630,630,1,1,male,0,0,0,0,Mr,4,0,1,2
631,631,0,3,male,0,0,0,0,Mr,3,0,1,0
632,632,1,1,male,0,0,1,0,Dr,1,0,1,2
633,633,0,1,male,0,0,0,0,Mr,2,0,1,0
634,634,0,3,female,3,2,0,2,Miss,0,5,0,2
635,635,1,2,female,0,0,0,2,Miss,1,0,1,1
636,636,0,3,male,0,0,0,0,Mr,1,0,1,1
637,637,0,2,male,1,1,0,0,Mr,1,2,0,2
638,638,0,3,female,0,5,0,1,Mrs,2,5,0,3
639,639,0,3,male,1,0,0,0,Mr,2,1,0,2
640,640,0,3,male,0,0,0,0,Mr,1,0,1,0
641,641,1,1,female,0,0,1,2,Mlle,1,0,1,3
642,642,0,3,female,3,2,0,2,Miss,0,5,0,2
643,643,1,3,male,0,0,0,0,Mr,2,0,1,3
644,644,1,3,female,2,1,1,2,Miss,0,3,0,2
645,645,1,1,male,1,0,1,0,Mr,2,1,0,3
646,646,0,3,male,0,0,0,0,Mr,1,0,1,0
647,647,1,1,male,0,0,1,4,Col,3,0,1,3
648,648,0,3,male,0,0,0,0,Mr,2,0,1,0
649,649,1,3,female,0,0,0,2,Miss,1,0,1,0
650,650,0,3,male,0,0,0,0,Mr,2,0,1,0
651,651,1,2,female,0,1,0,2,Miss,1,1,0,2
652,652,0,3,male,0,0,0,0,Mr,1,0,1,1
653,653,1,3,female,0,0,2,2,Miss,1,0,1,0
654,654,0,3,female,0,0,2,2,Miss,1,0,1,0
655,655,0,2,male,2,0,0,0,Mr,1,2,0,3
656,656,0,3,male,0,0,0,0,Mr,2,0,1,0
657,657,0,3,female,1,1,2,1,Mrs,1,2,0,2
658,658,0,2,male,0,0,0,0,Mr,1,0,1,1
659,659,0,1,male,0,2,1,0,Mr,3,2,0,3
660,660,1,1,male,2,0,0,0,Dr,3,2,0,3
661,661,0,3,male,0,0,1,0,Mr,2,0,1,0
662,662,0,1,male,0,0,0,0,Mr,2,0,1,2
663,663,0,3,male,0,0,0,0,Mr,2,0,1,0
664,664,1,3,male,1,0,0,0,Mr,1,1,0,1
665,665,0,2,male,2,0,0,0,Mr,1,2,0,3
666,666,0,2,male,0,0,0,0,Mr,1,0,1,1
667,667,0,3,male,0,0,0,0,Mr,2,0,1,0
668,668,0,3,male,0,0,0,0,Mr,2,0,1,1
669,669,1,1,female,1,0,0,1,Mrs,2,1,0,3
670,670,1,2,female,1,1,0,1,Mrs,2,2,0,3
671,671,0,1,male,1,0,0,0,Mr,1,1,0,3
672,672,0,2,male,0,0,0,0,Mr,4,0,1,1
673,673,1,2,male,0,0,0,0,Mr,1,0,1,1
674,674,0,2,male,0,0,0,0,Mr,2,0,1,0
675,675,0,3,male,0,0,0,0,Mr,1,0,1,0
676,676,0,3,male,0,0,0,0,Mr,1,0,1,1
677,677,1,3,female,0,0,0,2,Miss,1,0,1,1
678,678,0,3,female,1,6,0,1,Mrs,2,7,0,3
679,679,1,1,male,0,1,1,0,Mr,2,1,0,0
680,680,0,3,female,0,0,2,2,Miss,1,0,1,1
681,681,1,1,male,0,0,1,0,Mr,1,0,1,3
682,682,0,3,male,0,0,0,0,Mr,1,0,1,1
683,683,0,3,male,5,2,0,0,Mr,0,7,0,3
684,684,0,2,male,1,1,0,0,Mr,3,2,0,3
685,685,0,2,male,1,2,1,0,Mr,1,3,0,3
686,686,0,3,male,4,1,0,0,Mr,0,5,0,3
687,687,0,3,male,0,0,0,0,Mr,1,0,1,1
688,688,0,3,male,0,0,0,0,Mr,1,0,1,0
689,689,1,1,female,0,1,0,2,Miss,0,1,0,3
690,690,1,1,male,1,0,0,0,Mr,1,1,0,3
691,691,1,3,female,0,1,1,2,Miss,0,1,0,1
692,692,1,3,male,0,0,0,0,Mr,2,0,1,3
693,693,0,3,male,0,0,1,0,Mr,1,0,1,0
694,694,0,1,male,0,0,0,4,Col,3,0,1,2
695,695,0,2,male,0,0,0,0,Mr,3,0,1,1
696,696,0,3,male,0,0,0,0,Mr,2,0,1,1
697,697,1,3,female,0,0,2,2,Miss,1,0,1,0
698,698,0,1,male,1,1,1,0,Mr,3,2,0,3
699,699,0,3,male,0,0,0,0,Mr,2,0,1,0
700,700,1,1,female,1,0,1,1,Mrs,1,1,0,3
701,701,1,1,male,0,0,0,0,Mr,2,0,1,2
702,702,0,3,female,0,1,1,2,Miss,1,1,0,2
703,703,0,3,male,0,0,2,0,Mr,1,0,1,0
704,704,0,3,male,1,0,0,0,Mr,1,1,0,0
705,705,0,2,male,0,0,0,0,Mr,2,0,1,2
706,706,1,2,female,0,0,0,1,Mrs,2,0,1,1
707,707,1,1,male,0,0,0,0,Mr,2,0,1,2
708,708,1,1,female,0,0,0,2,Miss,1,0,1,3
709,709,1,3,male,1,1,1,3,Master,0,2,0,2
710,710,1,1,female,0,0,1,2,Mlle,1,0,1,3
711,711,0,1,male,0,0,0,0,Mr,2,0,1,2
712,712,1,1,male,1,0,0,0,Mr,2,1,0,3
713,713,0,3,male,0,0,0,0,Mr,1,0,1,1
714,714,0,2,male,0,0,0,0,Mr,3,0,1,1
715,715,0,3,male,0,0,0,0,Mr,1,0,1,0
716,716,1,1,female,0,0,1,2,Miss,2,0,1,3
717,717,1,2,female,0,0,0,2,Miss,1,0,1,1
718,718,0,3,male,0,0,2,0,Mr,2,0,1,2
719,719,0,3,male,0,0,0,0,Mr,2,0,1,0
720,720,1,2,female,0,1,0,2,Miss,0,1,0,3
721,721,0,3,male,1,0,0,0,Mr,1,1,0,0
722,722,0,2,male,0,0,0,0,Mr,2,0,1,1
723,723,0,2,male,0,0,0,0,Mr,3,0,1,1
724,724,1,1,male,1,0,0,0,Mr,1,1,0,3
725,725,0,3,male,0,0,0,0,Mr,1,0,1,1
726,726,1,2,female,3,0,0,1,Mrs,1,3,0,2
727,727,1,3,female,0,0,2,2,Miss,1,0,1,0
728,728,0,2,male,1,0,0,0,Mr,1,1,0,2
729,729,0,3,female,1,0,0,2,Miss,1,1,0,1
730,730,1,1,female,0,0,0,2,Miss,1,0,1,3
731,731,0,3,male,0,0,1,0,Mr,0,0,1,2
732,732,0,2,male,0,0,0,0,Mr,2,0,1,0
733,733,0,2,male,0,0,0,0,Mr,1,0,1,1
734,734,0,2,male,0,0,0,0,Mr,1,0,1,1
735,735,0,3,male,0,0,0,0,Mr,1,0,1,2
736,736,0,3,female,1,3,0,1,Mrs,2,4,0,3
737,737,1,1,male,0,0,1,0,Mr,2,0,1,0
738,738,0,3,male,0,0,0,0,Mr,2,0,1,0
739,739,0,3,male,0,0,0,0,Mr,2,0,1,0
740,740,1,1,male,0,0,0,0,Mr,2,0,1,2
741,741,0,1,male,1,0,0,0,Mr,2,1,0,3
742,742,1,1,female,2,2,1,2,Miss,1,4,0,3
743,743,0,3,male,1,0,0,0,Mr,1,1,0,2
744,744,1,3,male,0,0,0,0,Mr,1,0,1,1
745,745,0,1,male,1,1,0,0,Capt,4,2,0,3
746,746,0,3,male,1,1,0,0,Mr,0,2,0,2
747,747,1,2,female,0,0,0,2,Miss,1,0,1,1
748,748,0,1,male,1,0,0,0,Mr,1,1,0,3
749,749,0,3,male,0,0,2,0,Mr,1,0,1,0
750,750,1,2,female,1,1,0,2,Miss,0,2,0,2
751,751,1,3,male,0,1,0,3,Master,0,1,0,1
752,752,0,3,male,0,0,0,0,Mr,2,0,1,1
753,753,0,3,male,0,0,0,0,Mr,1,0,1,0
754,754,1,2,female,1,2,0,1,Mrs,2,3,0,3
755,755,1,2,male,1,1,0,3,Master,0,2,0,2
756,756,0,3,male,0,0,0,0,Mr,1,0,1,0
757,757,0,2,male,0,0,0,0,Mr,1,0,1,1
758,758,0,3,male,0,0,0,0,Mr,2,0,1,1
759,759,1,1,female,0,0,0,1,Countess,2,0,1,3
760,760,0,3,male,0,0,0,0,Mr,2,0,1,2
761,761,0,3,male,0,0,0,0,Mr,2,0,1,0
762,762,1,3,male,0,0,1,0,Mr,1,0,1,0
763,763,1,1,female,1,2,0,1,Mrs,2,3,0,3
764,764,0,3,male,0,0,0,0,Mr,0,0,1,0
765,765,1,1,female,1,0,0,1,Mrs,3,1,0,3
766,766,0,1,male,0,0,1,0,Dr,2,0,1,3
767,767,0,3,female,0,0,2,2,Miss,1,0,1,0
768,768,0,3,male,1,0,2,0,Mr,2,1,0,2
769,769,0,3,male,0,0,0,0,Mr,1,0,1,1
770,770,0,3,male,0,0,0,0,Mr,1,0,1,1
771,771,0,3,male,0,0,0,0,Mr,2,0,1,0
772,772,0,2,female,0,0,0,1,Mrs,3,0,1,1
773,773,0,3,male,0,0,1,0,Mr,2,0,1,0
774,774,1,2,female,1,3,0,1,Mrs,3,4,0,2
775,775,0,3,male,0,0,0,0,Mr,1,0,1,0
776,776,0,3,male,0,0,2,0,Mr,2,0,1,0
777,777,1,3,female,0,0,0,2,Miss,0,0,1,1
778,778,0,3,male,0,0,2,0,Mr,2,0,1,0
779,779,1,1,female,0,1,0,1,Mrs,2,1,0,3
780,780,1,3,female,0,0,1,2,Miss,0,0,1,0
781,781,1,1,female,1,0,0,1,Mrs,1,1,0,3
782,782,0,1,male,0,0,0,0,Mr,1,0,1,2
783,783,0,3,male,1,2,0,0,Mr,2,3,0,2
784,784,0,3,male,0,0,0,0,Mr,1,0,1,0
785,785,0,3,male,0,0,0,0,Mr,1,0,1,0
786,786,1,3,female,0,0,0,2,Miss,1,0,1,0
787,787,0,3,male,4,1,2,3,Master,0,5,0,2
788,788,1,3,male,1,2,0,3,Master,0,3,0,2
789,789,0,1,male,0,0,1,0,Mr,2,0,1,3
790,790,0,3,male,0,0,2,0,Mr,2,0,1,0
791,791,0,2,male,0,0,0,0,Mr,0,0,1,2
792,792,0,3,female,8,2,0,2,Miss,1,10,0,3
793,793,0,1,male,0,0,1,0,Mr,2,0,1,2
794,794,0,3,male,0,0,0,0,Mr,1,0,1,0
795,795,0,2,male,0,0,0,0,Mr,2,0,1,1
796,796,1,1,female,0,0,0,0,Dr,3,0,1,2
797,797,1,3,female,0,0,0,1,Mrs,1,0,1,1
798,798,0,3,male,0,0,1,0,Mr,1,0,1,0
799,799,0,3,female,1,1,0,1,Mrs,1,2,0,2
800,800,0,2,male,0,0,0,0,Mr,2,0,1,1
801,801,1,2,female,1,1,0,1,Mrs,1,2,0,2
802,802,1,1,male,1,2,0,3,Master,0,3,0,3
803,803,1,3,male,0,1,1,3,Master,0,1,0,1
804,804,1,3,male,0,0,0,0,Mr,1,0,1,0
805,805,0,3,male,0,0,0,0,Mr,1,0,1,0
806,806,0,1,male,0,0,0,0,Mr,2,0,1,0
807,807,0,3,female,0,0,0,2,Miss,1,0,1,0
808,808,0,2,male,0,0,0,0,Mr,2,0,1,1
809,809,1,1,female,1,0,0,1,Mrs,2,1,0,3
810,810,0,3,male,0,0,0,0,Mr,1,0,1,0
811,811,0,3,male,0,0,0,0,Mr,2,0,1,2
812,812,0,2,male,0,0,0,0,Mr,2,0,1,1
813,813,0,3,female,4,2,0,2,Miss,0,6,0,3
814,814,0,3,male,0,0,0,0,Mr,1,0,1,1
815,815,0,1,male,0,0,0,0,Mr,2,0,1,0
816,816,0,3,female,0,0,0,2,Miss,1,0,1,1
817,817,0,2,male,1,1,1,0,Mr,1,2,0,3
818,818,0,3,male,0,0,0,0,Mr,2,0,1,0
819,819,0,3,male,3,2,0,3,Master,0,5,0,2
820,820,1,1,female,1,1,0,1,Mrs,3,2,0,3
821,821,1,3,male,0,0,0,0,Mr,1,0,1,1
822,822,0,1,male,0,0,0,4,Jonkheer,2,0,1,0
823,823,1,3,female,0,1,0,1,Mrs,1,1,0,1
824,824,0,3,male,4,1,0,3,Master,0,5,0,3
825,825,0,3,male,0,0,2,0,Mr,2,0,1,0
826,826,0,3,male,0,0,0,0,Mr,2,0,1,3
827,827,1,2,male,0,2,1,3,Master,0,2,0,3
828,828,1,3,male,0,0,2,0,Mr,2,0,1,0
829,829,1,1,female,0,0,0,1,Mrs,3,0,1,3
830,830,1,3,female,1,0,1,1,Mrs,0,1,0,2
831,831,1,2,male,1,1,0,3,Master,0,2,0,2
832,832,0,3,male,0,0,1,0,Mr,2,0,1,0
833,833,0,3,male,0,0,0,0,Mr,1,0,1,0
834,834,0,3,male,0,0,0,0,Mr,1,0,1,1
835,835,1,1,female,1,1,1,2,Miss,2,2,0,3
836,836,0,3,male,0,0,0,0,Mr,1,0,1,1
837,837,0,3,male,0,0,0,0,Mr,2,0,1,1
838,838,1,3,male,0,0,0,0,Mr,1,0,1,3
839,839,1,1,male,0,0,1,0,Mr,2,0,1,2
840,840,0,3,male,0,0,0,0,Mr,1,0,1,1
841,841,0,2,male,0,0,0,0,Mr,0,0,1,1
842,842,1,1,female,0,0,1,2,Miss,1,0,1,2
843,843,0,3,male,0,0,1,0,Mr,2,0,1,0
844,844,0,3,male,0,0,0,0,Mr,1,0,1,1
845,845,0,3,male,0,0,0,0,Mr,2,0,1,0
846,846,0,3,male,8,2,0,0,Mr,2,10,0,3
847,847,0,3,male,0,0,1,0,Mr,2,0,1,0
848,848,0,2,male,0,1,0,4,Rev,1,1,0,3
849,849,1,1,female,1,0,1,1,Mrs,2,1,0,3
850,850,0,3,male,4,2,0,3,Master,0,6,0,3
851,851,0,3,male,0,0,0,0,Mr,4,0,1,0
852,852,0,3,female,1,1,1,2,Miss,0,2,0,2
853,853,1,1,female,0,1,0,2,Miss,0,1,0,3
854,854,0,2,female,1,0,0,1,Mrs,2,1,0,2
855,855,1,3,female,0,1,0,1,Mrs,1,1,0,1
856,856,1,1,female,1,1,0,1,Mrs,2,2,0,3
857,857,1,1,male,0,0,0,0,Mr,3,0,1,2
858,858,1,3,female,0,3,1,1,Mrs,1,3,0,2
859,859,0,3,male,0,0,1,0,Mr,2,0,1,0
860,860,0,3,male,2,0,0,0,Mr,2,2,0,1
861,861,0,2,male,1,0,0,0,Mr,1,1,0,1
862,862,1,1,female,0,0,0,1,Mrs,2,0,1,2
863,863,0,3,female,8,2,0,2,Miss,1,10,0,3
864,864,0,2,male,0,0,0,0,Mr,1,0,1,1
865,865,1,2,female,0,0,0,1,Mrs,2,0,1,1
866,866,1,2,female,1,0,1,2,Miss,1,1,0,1
867,867,0,1,male,0,0,0,0,Mr,1,0,1,3
868,868,0,3,male,0,0,0,0,Mr,2,0,1,1
869,869,1,3,male,1,1,0,3,Master,0,2,0,1
870,870,0,3,male,0,0,0,0,Mr,1,0,1,0
871,871,1,1,female,1,1,0,1,Mrs,2,2,0,3
872,872,0,1,male,0,0,0,0,Mr,2,0,1,0
873,873,0,3,male,0,0,0,0,Mr,2,0,1,1
874,874,1,2,female,1,0,1,1,Mrs,1,1,0,2
875,875,1,3,female,0,0,1,2,Miss,0,0,1,0
876,876,0,3,male,0,0,0,0,Mr,1,0,1,1
877,877,0,3,male,0,0,0,0,Mr,1,0,1,0
878,878,0,3,male,0,0,0,0,Mr,2,0,1,0
879,879,1,1,female,0,1,1,1,Mrs,3,1,0,3
880,880,1,2,female,0,1,0,1,Mrs,1,1,0,2
881,881,0,3,male,0,0,0,0,Mr,2,0,1,0
882,882,0,3,female,0,0,0,2,Miss,1,0,1,1
883,883,0,2,male,0,0,0,0,Mr,1,0,1,1
884,884,0,3,male,0,0,0,0,Mr,1,0,1,0
885,885,0,3,female,0,5,2,1,Mrs,2,5,0,2
886,886,0,2,male,0,0,0,4,Rev,1,0,1,1
887,887,1,1,female,0,0,0,2,Miss,1,0,1,2
888,888,0,3,female,1,2,0,2,Miss,1,3,0,2
889,889,1,1,male,0,0,1,0,Mr,1,0,1,2
890,890,0,3,male,0,0,2,0,Mr,1,0,1,0
