Airline,Source,Destination,Total_Stops,Additional_Info,Date,Month,Year,Arrival_Hour,Arrival_Minute,Departure_Hour,Departure_Minute,Price
1470,6,2,1,1,8,6,3,2019,19,15,10,45,15077.0
1471,6,2,1,1,8,12,6,2019,19,0,9,0,12192.0
1472,8,4,3,0,7,21,5,2019,14,45,13,15,1965.0
1473,3,1,4,0,8,18,5,2019,10,15,7,55,3850.0
1474,3,4,3,0,8,1,6,2019,18,25,16,55,3175.0
1475,4,0,2,0,8,21,5,2019,22,0,18,55,7229.0
1476,4,2,1,1,8,27,5,2019,19,0,19,15,16079.0
1477,3,4,3,0,8,27,3,2019,10,40,9,10,4392.0
1478,4,0,5,1,8,18,3,2019,0,45,18,40,54826.0
1479,4,2,1,2,5,15,6,2019,19,0,9,40,10368.0
1480,4,2,1,1,5,27,5,2019,19,0,22,50,12898.0
1481,1,3,0,2,8,1,5,2019,12,30,16,45,14960.0
1482,3,2,1,1,8,27,5,2019,22,30,8,35,6442.0
1483,8,1,4,0,8,21,5,2019,10,35,8,20,3597.0
1484,4,2,1,2,8,6,6,2019,19,0,11,40,18804.0
1485,10,2,1,0,8,15,3,2019,9,10,6,0,6111.0
1486,3,2,1,0,8,9,6,2019,0,20,21,5,6015.0
1487,1,0,2,0,8,18,5,2019,16,10,13,20,6121.0
1488,4,3,0,1,5,24,5,2019,17,35,10,20,6287.0
1489,4,0,2,0,8,9,5,2019,18,10,15,15,7229.0
1490,3,2,1,1,8,12,6,2019,16,10,8,35,6442.0
1491,4,0,2,0,5,27,4,2019,18,10,15,15,4544.0
1492,1,3,0,2,8,12,6,2019,13,45,9,25,11542.0
1493,4,2,1,1,8,21,5,2019,4,25,19,45,16079.0
1494,6,2,1,1,8,27,3,2019,16,10,7,5,6076.0
1495,1,3,0,2,8,1,4,2019,1,20,10,0,10408.0
1496,1,2,1,2,8,27,3,2019,19,15,5,55,8446.0
1497,2,0,5,0,8,1,3,2019,10,40,7,45,13663.0
1498,1,2,1,1,8,15,5,2019,8,15,20,30,10671.0
1499,0,0,2,0,8,18,6,2019,2,45,23,55,3383.0
1500,6,2,1,1,8,9,5,2019,1,30,10,20,9021.0
1501,6,2,1,1,8,18,5,2019,19,15,9,0,14533.0
1502,4,2,1,2,5,6,6,2019,4,25,11,45,11992.0
1503,3,1,4,0,8,12,5,2019,15,35,13,15,3597.0
1504,3,0,2,0,8,9,6,2019,4,15,1,30,4077.0
1505,6,2,1,1,8,12,6,2019,16,10,7,5,9646.0
1506,8,3,0,0,8,1,4,2019,0,40,22,20,3873.0
1507,4,2,1,2,8,9,5,2019,19,0,19,10,15129.0
1508,3,2,1,1,8,9,6,2019,1,30,17,30,6104.0
1509,4,2,1,2,5,6,3,2019,4,25,19,10,16022.0
1510,4,0,5,1,5,9,3,2019,0,30,9,45,10562.0
1511,1,2,1,1,8,9,3,2019,9,25,6,5,10945.0
1512,8,3,0,0,8,27,5,2019,11,25,9,0,3873.0
1513,4,4,3,0,5,27,3,2019,4,25,2,55,1840.0
1514,3,2,1,1,8,3,3,2019,12,0,4,55,9585.0
1515,4,4,3,0,5,18,5,2019,21,5,19,35,3210.0
1516,3,2,1,1,8,9,5,2019,20,0,15,10,6147.0
1517,4,3,0,1,5,9,5,2019,23,35,17,0,7341.0
1518,1,2,1,1,8,21,5,2019,19,15,9,0,8372.0
1519,6,2,1,1,8,27,6,2019,19,0,7,30,10877.0
1520,1,2,1,2,8,9,5,2019,19,15,22,0,10441.0
1521,3,2,1,1,8,6,3,2019,21,0,4,45,13611.0
1522,4,0,5,1,5,9,3,2019,10,45,8,55,11087.0
1523,4,2,1,1,5,27,3,2019,19,45,19,15,5963.0
1524,3,1,4,0,8,24,5,2019,15,35,13,15,3597.0
1525,4,3,0,1,5,12,6,2019,10,5,18,55,8529.0
1526,6,2,1,1,8,12,6,2019,19,0,4,55,10678.0
1527,3,2,1,1,8,27,3,2019,21,0,8,25,8285.0
1528,4,2,1,1,8,12,6,2019,12,35,2,15,18371.0
1529,4,3,0,1,8,6,6,2019,9,45,20,25,12692.0
1530,3,0,2,0,8,24,4,2019,8,50,6,5,4423.0
1531,4,0,2,0,5,9,6,2019,22,50,19,50,7229.0
1532,3,0,5,0,8,3,3,2019,2,20,23,30,6144.0
1533,4,2,1,2,5,1,6,2019,4,25,6,45,10919.0
1534,3,3,0,0,8,27,3,2019,0,5,21,25,4148.0
1535,8,0,5,0,7,24,3,2019,23,20,20,30,3873.0
1536,4,2,1,2,8,21,3,2019,18,50,9,40,11702.0
1537,3,2,1,1,8,6,3,2019,1,35,17,10,14871.0
1538,1,0,5,2,8,18,3,2019,11,10,6,45,11234.0
1539,3,2,1,1,8,6,6,2019,22,30,14,20,6938.0
1540,3,2,1,1,8,12,6,2019,21,0,8,30,6093.0
1541,3,0,2,0,8,15,5,2019,13,0,10,10,3943.0
1542,4,4,3,0,8,6,6,2019,11,50,10,20,8040.0
1543,4,2,1,2,8,9,5,2019,12,35,23,5,15129.0
1544,8,1,4,0,8,9,5,2019,20,5,17,45,3597.0
1545,10,3,0,1,8,6,5,2019,18,50,7,10,8610.0
1546,4,3,0,1,8,1,5,2019,23,35,17,0,13067.0
1547,8,0,2,0,8,9,5,2019,12,20,9,30,4991.0
1548,8,3,0,1,8,1,4,2019,20,20,15,5,4649.0
1549,8,1,4,0,8,18,5,2019,10,35,8,20,3597.0
1550,4,2,1,1,5,21,5,2019,19,0,8,0,12898.0
1551,4,2,1,2,5,27,3,2019,19,45,6,20,9296.0
1552,3,0,5,0,8,3,3,2019,19,45,16,55,8855.0
1553,4,2,1,1,5,6,6,2019,19,0,21,50,10262.0
1554,3,0,2,0,8,24,6,2019,8,50,6,5,3943.0
1555,6,2,1,1,8,3,6,2019,19,15,12,50,9001.0
1556,6,2,1,1,8,18,5,2019,1,30,10,20,7670.0
1557,6,2,1,1,8,3,6,2019,1,30,17,45,7530.0
1558,3,3,0,1,8,1,5,2019,14,15,9,20,8443.0
1559,8,2,1,1,8,1,4,2019,11,20,6,5,5351.0
1560,10,2,1,0,8,21,3,2019,9,10,6,0,6688.0
1561,4,0,5,1,5,12,3,2019,19,10,20,35,11087.0
1562,1,0,5,2,8,15,3,2019,12,5,5,50,7664.0
1563,3,3,0,1,8,15,4,2019,20,30,15,15,4775.0
1564,2,3,0,0,8,27,6,2019,17,55,15,20,3514.0
1565,4,2,1,2,8,24,6,2019,4,25,6,45,13376.0
1566,4,2,1,2,8,12,6,2019,12,35,8,10,14300.0
1567,1,2,1,1,8,27,6,2019,9,25,20,40,7480.0
1568,3,4,3,0,8,12,5,2019,22,50,21,20,2227.0
1569,0,2,1,1,8,18,5,2019,22,25,7,55,7452.0
1570,0,3,0,0,8,24,5,2019,12,55,10,20,4409.0
1571,1,3,0,2,8,3,4,2019,11,5,9,10,4647.0
1572,8,1,4,0,7,21,3,2019,12,5,9,30,3332.0
1573,1,2,1,1,8,27,3,2019,19,15,10,0,6902.0
1574,0,3,0,1,8,6,6,2019,23,30,19,55,6857.0
1575,4,2,1,1,5,9,5,2019,4,25,19,15,12373.0
1576,6,2,1,1,8,15,6,2019,19,0,11,40,11789.0
1577,1,2,1,2,8,9,5,2019,7,40,17,15,13039.0
1578,4,0,5,1,5,12,3,2019,11,25,22,55,11087.0
1579,10,3,0,1,8,18,5,2019,23,25,20,20,9345.0
1580,8,4,3,0,7,24,6,2019,0,15,22,45,1965.0
1581,3,2,1,1,8,3,6,2019,21,0,7,30,6093.0
1582,4,3,0,1,5,9,6,2019,8,15,18,55,11841.0
1583,4,3,0,1,5,9,5,2019,10,5,21,10,9663.0
1584,4,2,1,1,8,6,6,2019,19,0,19,15,14714.0
1585,4,3,0,1,5,12,6,2019,22,35,18,55,8529.0
1586,3,2,1,1,8,6,4,2019,12,10,7,35,5073.0
1587,4,0,2,0,8,24,4,2019,10,10,7,10,7229.0
1588,1,2,1,1,8,6,6,2019,19,15,10,0,9194.0
1589,6,2,1,1,8,12,6,2019,19,0,11,40,11789.0
1590,8,4,3,0,8,12,6,2019,14,45,13,15,2017.0
1591,1,3,0,2,8,6,6,2019,12,30,14,30,15894.0
1592,3,0,2,0,8,9,5,2019,4,15,1,30,3419.0
1593,4,2,1,2,5,9,6,2019,4,25,5,30,10368.0
1594,3,2,1,1,8,24,4,2019,20,0,15,10,6027.0
1595,1,2,1,1,8,18,5,2019,9,25,20,40,7480.0
1596,8,3,0,1,8,12,6,2019,17,15,8,35,7189.0
1597,1,0,5,0,8,15,3,2019,12,45,10,0,7276.0
1598,4,2,1,1,8,6,3,2019,4,25,11,30,15764.0
1599,4,2,1,1,8,6,6,2019,4,25,19,15,14714.0
1600,6,2,1,1,8,21,5,2019,1,30,17,0,7888.0
1601,4,2,1,1,5,6,6,2019,4,25,8,0,10262.0
1602,4,2,1,2,5,18,5,2019,4,25,20,0,15318.0
1603,4,3,0,1,5,1,5,2019,17,35,10,20,5608.0
1604,4,3,0,1,8,1,4,2019,18,15,8,25,12681.0
1605,1,2,1,2,8,6,3,2019,9,25,17,15,9417.0
1606,6,2,1,1,8,3,3,2019,21,0,7,5,17057.0
1607,6,2,1,1,8,27,3,2019,21,0,13,0,12537.0
1608,1,2,1,2,8,27,5,2019,19,15,22,0,10651.0
1609,10,2,1,0,8,1,6,2019,9,10,6,0,6741.0
1610,4,3,0,1,5,24,5,2019,22,35,20,0,10844.0
1611,1,2,1,2,8,27,5,2019,19,15,14,25,13381.0
1612,3,0,2,0,8,6,4,2019,8,50,6,5,4423.0
1613,4,4,3,0,8,27,5,2019,21,5,19,35,5678.0
1614,4,2,1,2,5,21,5,2019,12,35,9,35,12719.0
1615,3,2,1,1,8,1,6,2019,12,10,7,35,5054.0
1616,1,2,1,1,8,24,5,2019,9,25,9,45,7480.0
1617,1,0,2,0,8,3,6,2019,19,45,17,0,6961.0
1618,8,3,0,0,7,24,4,2019,19,40,17,10,3841.0
1619,3,0,2,0,8,3,6,2019,0,15,21,15,3943.0
1620,4,0,2,0,8,3,5,2019,11,20,8,20,7229.0
1621,8,0,2,0,7,15,5,2019,12,20,9,30,4319.0
1622,3,0,2,0,8,24,4,2019,15,50,13,0,4423.0
1623,4,2,1,1,8,21,5,2019,4,25,22,50,16079.0
1624,4,0,2,0,5,21,6,2019,22,50,19,50,7754.0
1625,1,2,1,2,8,1,6,2019,9,25,13,15,10467.0
1626,4,2,1,1,8,3,6,2019,12,35,17,30,14714.0
1627,1,3,0,1,8,1,5,2019,21,5,16,45,7452.0
1628,1,2,1,2,8,21,5,2019,19,15,13,20,13276.0
1629,1,0,5,2,8,1,3,2019,10,35,8,50,31783.0
1630,1,1,4,0,8,1,5,2019,13,55,11,40,4667.0
1631,4,0,2,0,5,15,6,2019,18,10,15,15,7229.0
1632,4,2,1,2,8,15,6,2019,12,35,18,25,14237.0
1633,6,2,1,1,8,15,5,2019,19,15,10,20,8266.0
1634,4,2,1,2,8,24,6,2019,4,25,9,25,13882.0
1635,3,0,2,0,8,6,5,2019,22,50,20,0,4823.0
1636,0,0,2,0,8,24,5,2019,2,45,23,55,4483.0
1637,1,0,2,0,8,12,6,2019,8,55,6,10,6961.0
1638,4,3,0,1,5,12,5,2019,10,5,18,55,9663.0
1639,4,2,1,2,8,18,5,2019,4,25,23,5,16704.0
1640,3,4,3,0,8,12,5,2019,10,40,9,10,4049.0
1641,8,1,4,0,7,24,3,2019,10,35,8,20,3807.0
1642,3,2,1,1,8,9,6,2019,22,30,6,50,6442.0
1643,4,0,5,1,5,15,3,2019,7,40,7,0,7832.0
1644,3,2,1,1,8,24,6,2019,22,30,8,35,6442.0
1645,3,0,2,0,8,21,4,2019,22,50,20,0,4823.0
1646,4,0,5,1,8,6,3,2019,5,5,5,45,13555.0
1647,2,2,1,1,8,6,4,2019,19,35,10,35,5135.0
1648,0,0,2,0,8,15,5,2019,2,45,23,55,3383.0
1649,2,2,1,1,8,15,6,2019,13,35,7,25,5842.0
1650,4,2,1,2,8,18,5,2019,4,25,13,25,16704.0
1651,1,3,0,1,8,1,5,2019,7,55,16,50,8366.0
1652,8,4,3,0,7,9,5,2019,7,15,5,45,1965.0
1653,8,3,0,0,8,6,6,2019,19,40,17,10,3873.0
1654,4,0,5,1,8,1,3,2019,20,20,8,0,27992.0
1655,6,2,1,1,8,6,6,2019,12,35,4,55,10678.0
1656,1,0,5,1,8,21,3,2019,23,15,8,50,6824.0
1657,1,2,1,2,8,12,6,2019,19,15,5,0,9443.0
1658,6,2,1,1,8,21,3,2019,19,15,7,5,13378.0
1659,3,0,2,0,8,1,5,2019,6,50,4,0,3943.0
1660,3,2,1,1,8,18,5,2019,21,0,11,25,7191.0
1661,8,0,2,0,8,27,6,2019,8,35,5,55,3625.0
1662,2,2,1,1,8,27,5,2019,13,35,7,25,6841.0
1663,4,3,0,1,5,24,3,2019,23,25,16,55,11134.0
1664,4,3,0,1,8,6,6,2019,20,45,18,55,14571.0
1665,1,0,5,3,8,1,3,2019,12,15,5,50,12346.0
1666,4,0,2,0,5,21,4,2019,20,45,17,45,4544.0
1667,4,2,1,2,8,9,6,2019,4,25,14,35,13376.0
1668,4,0,5,1,5,12,3,2019,12,25,18,55,11087.0
1669,8,3,0,0,8,3,3,2019,11,30,9,0,5515.0
1670,3,3,0,0,8,27,6,2019,7,15,4,40,4804.0
1671,3,1,4,0,8,12,6,2019,15,35,13,15,3597.0
1672,6,2,1,1,8,6,3,2019,19,15,6,0,15353.0
1673,4,3,0,1,5,12,6,2019,16,20,6,30,9899.0
1674,3,0,5,0,8,24,3,2019,21,20,18,25,7303.0
1675,4,0,5,1,8,12,3,2019,21,20,8,55,13817.0
1676,4,2,1,2,8,6,3,2019,19,45,19,10,19329.0
1677,4,2,1,1,8,12,6,2019,12,35,7,5,16289.0
1678,4,3,0,1,5,15,5,2019,10,5,18,55,9663.0
1679,1,2,1,2,8,3,6,2019,9,25,9,45,10975.0
1680,0,3,0,0,8,18,3,2019,12,55,10,20,4384.0
1681,4,2,1,1,8,12,6,2019,19,0,9,0,14714.0
1682,4,2,1,2,5,12,6,2019,4,25,14,35,10919.0
1683,4,3,0,1,8,21,5,2019,4,40,14,5,14388.0
1684,6,2,1,1,8,15,6,2019,19,0,11,25,10877.0
1685,4,2,1,2,8,9,5,2019,12,35,23,5,15129.0
1686,3,2,1,1,8,6,5,2019,21,0,7,30,7191.0
1687,2,3,0,1,8,1,5,2019,7,45,23,30,6686.0
1688,6,2,1,1,8,3,6,2019,1,30,12,50,7530.0
1689,3,2,1,1,8,15,6,2019,22,30,7,35,6442.0
1690,4,2,1,1,5,27,6,2019,12,35,9,0,10262.0
1691,4,0,5,1,8,12,3,2019,9,30,18,55,13817.0
1692,4,3,0,1,8,12,6,2019,23,35,14,5,13626.0
1693,4,3,0,1,8,12,5,2019,10,5,18,55,14388.0
1694,3,3,0,0,8,27,4,2019,7,15,4,40,4804.0
1695,3,2,1,0,8,21,3,2019,17,35,14,30,5406.0
1696,8,2,1,1,8,3,4,2019,22,50,17,55,4611.0
1697,3,3,0,1,8,9,6,2019,13,0,8,10,5069.0
1698,2,0,2,0,8,6,6,2019,10,40,7,45,3898.0
1699,3,4,3,0,8,6,6,2019,13,30,12,0,2754.0
1700,6,2,1,1,5,27,5,2019,1,30,15,0,6943.0
1701,4,3,0,1,8,18,5,2019,18,15,5,45,14781.0
1702,4,2,1,1,8,21,5,2019,19,0,13,0,16079.0
1703,3,0,5,0,8,15,3,2019,19,45,16,55,8033.0
1704,3,0,5,0,8,9,3,2019,21,20,18,25,6860.0
1705,6,2,1,1,8,27,3,2019,19,15,11,40,6953.0
1706,3,0,2,0,8,12,5,2019,10,5,7,10,4823.0
1707,3,3,0,0,8,9,4,2019,7,15,4,40,4174.0
1708,4,2,1,2,8,27,6,2019,19,0,13,25,12819.0
1709,4,3,0,1,5,15,5,2019,4,40,21,10,9663.0
1710,8,3,0,0,7,3,5,2019,9,30,6,55,3841.0
1711,3,2,1,0,8,27,6,2019,8,50,5,35,5000.0
1712,1,0,5,2,4,1,3,2019,22,10,5,50,13366.0
1713,10,4,3,1,8,6,3,2019,16,45,21,55,12395.0
1714,1,3,0,1,8,15,5,2019,21,5,16,45,7452.0
1715,4,2,1,1,8,18,5,2019,19,0,19,45,15554.0
1716,4,3,0,1,8,6,5,2019,15,5,17,0,13067.0
1717,3,3,0,0,8,1,3,2019,17,45,15,10,6565.0
1718,8,4,3,0,7,24,5,2019,7,15,5,45,1965.0
1719,8,1,4,0,7,27,3,2019,12,5,9,30,3332.0
1720,3,0,5,1,8,21,3,2019,10,10,5,25,6208.0
1721,1,0,5,1,8,18,3,2019,18,40,13,50,11161.0
1722,1,3,0,2,8,12,6,2019,13,45,10,0,12224.0
1723,4,3,0,1,5,1,5,2019,12,0,18,55,9663.0
1724,4,0,5,1,8,18,3,2019,15,15,8,55,12284.0
1725,1,2,1,1,8,27,5,2019,9,25,17,20,7480.0
1726,4,2,1,1,8,6,3,2019,4,25,19,15,17024.0
1727,4,3,0,1,8,6,6,2019,19,10,20,25,14151.0
1728,3,3,0,0,8,21,6,2019,19,50,17,15,4804.0
1729,3,2,1,1,8,18,5,2019,21,0,16,0,6069.0
1730,10,0,5,1,8,21,3,2019,21,55,6,40,6065.0
1731,4,3,0,1,8,18,5,2019,9,45,20,25,14151.0
1732,4,3,0,1,8,24,3,2019,12,0,18,55,14231.0
1733,10,4,3,1,8,6,3,2019,9,25,15,40,12395.0
1734,3,2,1,1,8,24,4,2019,7,25,2,0,5636.0
1735,1,2,1,1,8,6,4,2019,23,0,17,40,5232.0
1736,4,2,1,1,8,1,6,2019,4,25,14,0,14714.0
1737,3,1,4,0,8,6,5,2019,10,15,7,55,3850.0
1738,1,2,1,1,8,27,5,2019,9,35,17,40,7258.0
1739,4,0,5,1,8,6,3,2019,20,20,21,25,17471.0
1740,8,0,2,0,8,9,5,2019,0,5,21,10,4423.0
1741,3,4,3,0,8,18,6,2019,22,50,21,20,2227.0
1742,6,2,1,1,8,24,6,2019,1,30,10,0,13377.0
1743,4,0,2,0,8,12,6,2019,11,20,8,20,8016.0
1744,1,0,5,1,8,9,3,2019,8,50,6,50,5626.0
1745,3,0,5,0,8,21,3,2019,19,45,16,55,6860.0
1746,3,2,1,1,8,1,6,2019,1,30,18,35,6628.0
1747,4,2,1,1,5,6,6,2019,12,35,13,0,11627.0
1748,8,3,0,0,8,9,6,2019,19,40,17,10,4174.0
1749,4,2,1,1,8,1,6,2019,4,25,18,15,14714.0
1750,4,3,0,1,8,12,5,2019,21,5,9,35,14151.0
1751,4,2,1,1,5,27,5,2019,19,0,16,0,12898.0
1752,4,2,1,1,5,18,5,2019,4,25,21,50,12373.0
1753,3,0,2,0,8,18,6,2019,13,0,10,10,3943.0
1754,0,3,0,2,8,9,6,2019,23,30,15,10,7870.0
1755,4,0,2,0,8,18,6,2019,22,0,18,55,8016.0
1756,1,2,1,2,8,15,5,2019,9,25,13,5,10975.0
1757,3,1,4,0,8,27,5,2019,10,15,7,55,3850.0
1758,3,3,0,0,8,18,6,2019,23,10,20,25,4804.0
1759,4,2,1,1,8,9,3,2019,4,25,20,50,15554.0
1760,8,3,0,0,8,18,3,2019,9,35,6,55,4465.0
1761,4,3,0,1,5,9,6,2019,10,5,21,10,11841.0
1762,6,2,1,1,8,9,3,2019,19,15,8,0,19332.0
1763,8,3,0,0,7,21,6,2019,19,40,17,10,3841.0
1764,3,0,2,0,8,12,4,2019,13,0,10,10,4591.0
1765,3,3,0,1,8,24,5,2019,20,5,15,15,5192.0
1766,4,2,1,1,5,9,6,2019,12,35,18,15,10577.0
1767,4,2,1,2,8,18,5,2019,4,25,19,30,15129.0
1768,6,2,1,1,8,6,6,2019,19,0,6,0,11789.0
1769,1,2,1,1,8,15,6,2019,7,40,21,0,8372.0
1770,6,2,1,1,8,9,5,2019,19,15,6,0,8266.0
1771,4,3,0,1,8,6,5,2019,19,50,6,30,14781.0
1772,10,0,2,0,8,21,4,2019,19,35,17,0,5613.0
1773,4,0,2,0,8,24,4,2019,18,10,15,15,7229.0
1774,3,2,1,1,8,24,6,2019,21,0,8,30,6093.0
1775,4,2,1,2,5,21,5,2019,12,35,5,30,15544.0
1776,2,2,1,1,8,18,5,2019,13,35,7,25,6296.0
1777,3,3,0,0,8,27,4,2019,12,20,9,35,4804.0
1778,0,0,5,0,8,18,3,2019,8,40,5,50,4284.0
1779,3,2,1,1,8,21,3,2019,22,20,7,35,6558.0
1780,3,2,1,1,8,24,6,2019,3,35,21,50,5775.0
1781,8,1,4,0,7,21,6,2019,10,35,8,20,3543.0
1782,4,2,1,1,8,6,3,2019,18,50,9,55,17024.0
1783,4,4,3,0,5,9,6,2019,8,30,7,5,4050.0
1784,1,4,3,2,8,6,3,2019,15,15,6,0,14219.0
1785,4,0,5,1,8,1,3,2019,18,25,11,40,26890.0
1786,1,2,1,2,8,15,6,2019,19,15,19,45,9653.0
1787,3,0,2,0,8,21,6,2019,8,50,6,5,3943.0
1788,4,3,0,1,5,18,5,2019,16,20,14,5,10844.0
1789,4,3,0,1,5,1,4,2019,4,40,21,10,8849.0
1790,3,4,3,0,8,12,6,2019,3,10,1,40,2754.0
1791,1,2,1,2,8,21,3,2019,19,15,6,50,10756.0
1792,4,3,0,1,8,21,5,2019,21,5,17,0,14151.0
1793,4,3,0,1,5,12,6,2019,20,45,8,25,9899.0
1794,4,2,1,1,8,21,3,2019,4,25,22,0,12242.0
1795,4,2,1,2,5,9,6,2019,12,35,19,30,10368.0
1796,3,4,3,0,8,24,5,2019,10,40,9,10,5755.0
1797,4,2,1,1,5,15,6,2019,4,25,18,15,10262.0
1798,8,3,0,1,8,6,6,2019,17,15,8,35,6643.0
1799,7,2,1,1,8,21,3,2019,21,0,7,30,9845.0
1800,4,3,0,1,5,24,3,2019,12,0,18,55,11134.0
1801,8,2,1,1,8,1,6,2019,11,20,6,5,5583.0
1802,3,2,1,1,8,15,5,2019,21,0,16,0,6069.0
1803,4,0,5,1,8,12,3,2019,20,20,5,45,13817.0
1804,1,2,1,2,8,6,3,2019,19,15,5,0,10283.0
1805,1,3,0,1,8,24,3,2019,21,5,9,50,7795.0
1806,6,2,1,1,5,9,3,2019,7,40,0,20,13977.0
1807,4,2,1,2,5,1,6,2019,4,25,6,45,10919.0
1808,3,3,0,0,8,3,3,2019,23,5,20,25,6038.0
1809,3,2,1,0,8,21,5,2019,8,50,5,35,5601.0
1810,3,2,1,1,8,9,3,2019,21,0,7,30,12351.0
1811,1,2,1,0,8,15,4,2019,8,0,5,10,6094.0
1812,6,2,1,1,8,15,5,2019,19,15,10,35,7575.0
1813,4,2,1,1,8,27,5,2019,4,25,21,50,16079.0
1814,4,2,1,1,5,15,6,2019,19,0,19,15,10262.0
1815,0,2,1,1,8,9,6,2019,22,25,16,45,13470.0
1816,4,0,2,0,8,27,6,2019,14,5,11,10,8016.0
1817,4,2,1,1,8,9,3,2019,18,50,18,15,16289.0
1818,4,2,1,1,5,6,6,2019,4,25,19,45,10262.0
1819,3,0,2,0,8,27,6,2019,21,20,18,25,4823.0
1820,10,0,2,0,8,9,4,2019,12,35,9,45,5403.0
1821,4,2,1,1,5,18,5,2019,19,0,17,30,12373.0
1822,8,4,3,1,8,6,3,2019,22,25,14,10,13552.0
1823,4,3,0,1,5,9,5,2019,20,45,8,25,10844.0
1824,1,4,3,2,8,6,3,2019,23,45,9,40,22619.0
1825,6,2,1,1,8,27,5,2019,19,15,10,35,8625.0
1826,3,0,5,0,8,24,3,2019,8,45,6,0,4777.0
1827,3,2,1,0,8,21,6,2019,8,50,5,35,5000.0
1828,4,2,1,2,8,6,3,2019,19,45,19,10,21954.0
1829,4,2,1,1,5,3,6,2019,4,25,11,30,11627.0
1830,4,3,0,1,8,24,5,2019,4,40,14,5,13731.0
1831,3,0,2,0,8,3,4,2019,1,0,22,10,3943.0
1832,4,0,5,1,5,21,3,2019,23,0,8,55,6992.0
1833,4,3,0,1,8,6,5,2019,4,40,18,55,13941.0
1834,4,2,1,1,8,12,6,2019,19,0,8,0,14924.0
1835,4,2,1,1,8,27,6,2019,12,35,2,15,18371.0
1836,3,1,4,0,8,3,3,2019,21,55,19,35,7295.0
1837,1,0,5,1,8,9,3,2019,16,40,17,0,9292.0
1838,4,3,0,1,8,1,5,2019,8,15,20,0,13941.0
1839,3,3,0,1,8,24,3,2019,9,50,4,15,4150.0
1840,4,3,0,1,8,1,4,2019,23,35,20,0,12681.0
1841,3,2,1,0,8,3,6,2019,8,50,5,35,5601.0
1842,1,3,0,2,8,21,5,2019,8,55,9,50,14960.0
1843,6,2,1,1,8,6,6,2019,1,30,16,0,13377.0
1844,3,4,3,0,8,21,3,2019,13,25,12,0,3342.0
1845,4,0,2,0,8,6,6,2019,14,5,11,10,8016.0
1846,4,0,5,1,8,6,3,2019,23,0,5,45,16736.0
1847,4,3,0,1,5,24,3,2019,19,40,21,10,10031.0
1848,1,2,1,1,8,21,4,2019,8,15,20,30,7258.0
1849,4,0,2,0,5,15,5,2019,8,45,6,0,4030.0
1850,1,2,1,2,8,24,6,2019,19,15,14,25,13381.0
1851,4,2,1,2,8,24,5,2019,4,25,23,5,16704.0
1852,6,2,1,1,8,24,6,2019,21,0,9,0,13587.0
1853,4,4,3,0,8,24,5,2019,4,20,2,55,5678.0
1854,4,3,0,1,5,1,4,2019,9,20,6,30,7064.0
1855,3,4,3,0,8,3,6,2019,3,10,1,40,2754.0
1856,10,0,2,0,8,1,5,2019,12,35,9,45,4668.0
1857,0,3,0,0,8,21,6,2019,22,25,19,55,4107.0
1858,3,2,1,1,8,12,6,2019,21,0,4,55,5894.0
1859,4,2,1,1,5,6,6,2019,4,25,17,30,10262.0
1860,4,3,0,1,8,9,5,2019,8,15,16,30,13941.0
1861,0,2,1,1,8,27,4,2019,7,10,16,45,6451.0
1862,1,2,1,2,8,27,6,2019,9,25,9,45,10975.0
1863,1,2,1,2,8,6,3,2019,7,40,12,0,14746.0
1864,0,2,1,1,8,6,6,2019,7,10,20,45,11410.0
1865,8,3,0,0,7,1,5,2019,9,30,6,55,3841.0
1866,1,2,1,2,8,3,6,2019,7,40,6,50,13381.0
1867,6,2,1,1,8,9,5,2019,1,30,11,30,15078.0
1868,1,3,0,1,8,9,5,2019,18,30,9,25,8891.0
1869,4,3,0,1,5,9,5,2019,10,5,14,5,7757.0
1870,1,0,2,0,8,9,4,2019,8,45,5,45,4441.0
1871,4,3,0,1,5,24,3,2019,18,10,19,45,10031.0
1872,3,0,2,0,8,12,4,2019,15,50,13,0,4823.0
1873,1,3,0,1,8,24,5,2019,18,30,9,25,8576.0
1874,4,0,5,1,5,12,3,2019,16,10,20,35,11087.0
1875,4,2,1,1,5,18,5,2019,12,35,10,0,12373.0
1876,1,3,0,2,8,21,5,2019,5,35,9,25,11432.0
1877,3,4,3,0,8,15,6,2019,18,25,16,55,3175.0
1878,3,3,0,0,8,12,5,2019,12,20,9,35,4804.0
1879,4,2,1,2,8,27,6,2019,12,35,9,40,13014.0
1880,6,2,1,1,5,6,3,2019,22,20,7,10,7563.0
1881,8,3,0,0,8,27,6,2019,11,25,9,0,3873.0
1882,3,2,1,1,8,21,5,2019,0,55,11,55,6282.0
1883,6,2,1,1,8,1,6,2019,19,0,8,30,11200.0
1884,10,0,2,0,8,24,4,2019,22,15,19,30,5613.0
1885,3,2,1,0,8,9,6,2019,17,35,14,20,5601.0
1886,4,2,1,1,5,15,6,2019,12,35,14,0,10262.0
1887,3,0,5,0,8,1,3,2019,22,55,20,0,14306.0
1888,4,3,0,1,5,1,4,2019,20,45,20,0,7064.0
1889,4,2,1,1,8,27,6,2019,19,0,7,5,18371.0
1890,1,2,1,2,8,18,5,2019,19,15,20,15,13591.0
1891,4,2,1,2,5,1,6,2019,12,35,9,40,10368.0
